OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
390,Letcher,Jenkins Public Library,Library,9543 Highway 805 P.O. Box 687 Jenkins KY 41537-0687,606-832-4101,37.172571,-82.633255,"Mon-Tues 9-5, Wed 9-7, Thurs 9-5, Fri 9-5, Sat 9-4",http://lcld.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, free WiFi, printing services, reading and outreach programs, bookmobile",
391,Lewis,Save-a-Lot - Vanceburg,Grocery,"50 Market St, Vanceburg, KY 41179",606-796-2424,38.599406,-83.335159,Everyday 7-10,https://savealot.com/grocery-stores/vanceburg-41179-45093/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
392,Lewis,Ron's IGA,Grocery,"4577 KY-10, Tollesboro, KY 41189",606-798-3921,38.560933,-83.594921,"Mon-Sat 8-8, Sun 10-7",https://ronsiga.net/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
393,Lewis,Delicious Fruits,Produce Market,"543 Winesap Dr Quincy, Kentucky 41175",606-932-9283,38.64078,-83.051642,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A
394,Lewis,Lewis County Farmers Market,Farmers Market,"67 Commercial Dr Vanceburg, KY 41179",606-796-2732,38.59064,-83.326719,Seasonal,https://www.facebook.com/lewiscountyfarmersmarket/,N/A,No,yes,yes,N/A,N/A,N/A,N/A
395,Lewis,Lewis County Recycling Center,Recycling Centers,199 County Drive Vanceburg KY 41179,606-796-0624,38.590529,-83.350549,Mon-Fri 7-3:30,https://lewiscounty.ky.gov/Departments-and-Services/,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET, OTHER), FE, NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, WHITE, ONP, UO, ESCRAP, MRP, RUB",16,"Process, Dropoff",Government facility
396,Lewis,Vanceburg Recycling,Recycling Centers,90 River Street Vanceburg KY 41179,606-796-6003,38.604004,-83.323793,N/A,http://www.cityofvanceburg.com/publicworks,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET, OTHER), FE, NONFE, OCC, OPMIX, OPSORT, ST CANS, ONP, ESCRAP",11,"Handler, Dropoff, Curbside",Government facility
397,Lewis,Watson Salvage Yard,Recycling Centers,607 Kilbreth Lane Vanceburg KY 41179,606-796-9197,38.457481,-83.502931,N/A,N/A,Salvage and scrap metal dealer,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS, UO",6,"Handler, Dropoff, Broker",Commercial Recycler
398,Lewis,Lewis County DCBS Office/ Food Stamp Office,Family Services,"243 Commercial Dr, Vanceburg, KY 41179",855-306-8959,38.589229,-83.326311,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
399,Lewis,Lewis County Public Library,Library,27 Third Street Vanceburg KY 41179-7682,606-796-2532,38.600242,-83.317296,"Mon-Tues 8:30-5, Wed 8:30-12:30, Thurs-Fri 8:30-5, Sat 8:30-12:30",http://lewiscountyLibrary.net/index.html,N/A,N/A,N/A,N/A,N/A,N/A,"Hoopla ebooks, bookmobile, online test prep, online job resources",
400,Lewis,Lewis County Extension,Cooperative Extension Offices,"284 Second Street Vanceburg, KY 41179-1104",606-796-2732,38.598883,-83.314213,"Mon-Fri 8-4:30, closed daily 12-1",http://lewis.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,Lincoln,Durham's Grocery,Grocery,"606 Lancaster St, Stanford, KY 40484",606-365-2716,37.532842,-84.661425,"Mon-Sat 7-8, Sun 8-8",https://www.durhamsgrocery.com/ads,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
402,Lincoln,Save-a-Lot - Stanford,Grocery,"100 Lacy St, Stanford, KY 40484",606-365-1187,37.531752,-84.65226,"Mon-Sat 9-9, Sun 8-9",https://savealot.com/grocery-stores/stanford-40484-24738/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
403,Lincoln,Walmart Supercenter - Stanford,Grocery,"1283 US-27 N, Stanford, KY 40484",606-365-2153,37.547822,-84.646965,Everyday 6-11pm,https://www.walmart.com/store/825/stanford-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
404,Lincoln,Bittersweet Farm Market,Farm,"3396 Bowen Road Stanford, Kentucky 40484",859-583-9599,37.548372,-84.800851,Mon-Sat 10-5:30,https://www.facebook.com/bittersweetfarmKY/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
405,Lincoln,Lincoln County Farmers Market,Farmers Market,"567 Goshen Road Stanford, KY 40484",606-669-0772,37.53819,-84.645083,Seasonal,https://www.facebook.com/LCFarmersMarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
406,Lincoln,Eastern Kentucky Recycling - Junction City,Recycling Centers,367 Phillips Lane Junction City KY 40440,606-355-2322,37.569151,-84.806915,Mon-Fri 8-4,www.easternkentuckyrecycling.com,N/A,N/A,N/A,N/A,"FE, NONFE",2,"Handler, process, dropoff, broker",Commercial Recycler
407,Lincoln,Eastern Kentucky Recycling - Orchard,Recycling Centers,345 Main Street Crab Orchard KY 40419,606-355-2322,37.455776,-84.501521,Mon-Fri 8-4,www.easternkentuckyrecycling.com,N/A,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Handler, process, dropoff, broker",Commercial Recycler
408,Lincoln,Lincoln Co. Recycling Center,Recycling Centers,553 KY HWY 698 Stanford KY 40484,606-365-9779,37.4995,-84.656397,N/A,http://www.lincolnky.com/departments/solid_waste.php,"Also accept old magazines-residential mix. Market to: cardboard, mixed bales - Rumpke, e waste - E-cyclers, Scrap metal, cans - Eastern, KY",N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, OCC, OPMIX, ST CANS, WHITE, ONP",8,"Handler, process, dropoff, curbside",Government facility
409,Lincoln,Kentucky Cabinet for Health and Family Services - Protection and Permanency - Stanford,Family Services,"144 Frontier Blvd, Stanford, KY 40484",606-365-3551,37.54897,-84.675682,N/A,https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
410,Lincoln,Stanford Food Stamp Office,Family Services,"144 Frontier Blvd, Stanford, KY 40484",855-306-8959,37.54897,-84.675682,Mon-Fri 8-4:30,https://www.foodstampsoffices.com/stanford-ky/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
411,Lincoln,Lincoln County Child Support,Family Services,"216 W Main St, Stanford, KY 40484",606-365-1619,37.529346,-84.662929,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Lincoln,Bluegrass Community Action - Stanford,Community Services,"201 E Main St #5, Stanford, KY 40484",606-365-2312,37.528977,-84.660649,Mon-Fri 8-4:30,http://www.bluegrassCommunity Servicesaction.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Lincoln,Helping Hands Family Resource,Family Services,"93 College St, Hustonville, KY 40437",606-346-3271,37.473634,-84.819078,Mon-Fri 7-3:30,https://www.facebook.com/helpinghandsfrc/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
414,Lincoln,Lincoln County Public Library,Library,201 Lancaster Street Stanford KY 40484-1347,606-365-7513,37.530327,-84.662144,"Mon 9-6, Tues 9-8, Wed 9-6, Thurs 9-8, Fri 9-6, Sat 9-3",http://www.lcplinfo.org,N/A,N/A,N/A,N/A,N/A,N/A,"Outreach services, genealogy services,, printing services, community exhibits",
415,Lincoln,Lincoln County Extension,Cooperative Extension Offices,"104 Metker Trail Stanford, Kentucky 40484",606-365-2447,37.543032,-84.654623,"Mon-Fri 8-4:30, closed daily 12-1",http://lincoln.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416,Madison,Aldi - Richmond,Grocery,"798 Eastern Bypass, Richmond, KY 40475",855-955-2534,37.730503,-84.287053,Everyday 9-8,https://www.aldi.us/en/weekly-specials/our-weekly-ads/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
417,Madison,Walmart Supercenter - Richmond,Grocery,"820 Eastern Bypass, Richmond, KY 40475",859-624-4330,37.728779,-84.283208,Everyday 6-11pm,https://www.walmart.com/store/719/richmond-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
418,Madison,Meijer,Grocery,"2013 Lantern Ridge Dr, Richmond, KY 40475",859-575-5010,37.737839,-84.333296,24/7,https://www.meijer.com/shop/en/store/258,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
419,Madison,Kroger - Richmond,Grocery,"890 Richmond Plaza, Richmond, KY 40475",859-624-1093,37.73127,-84.274249,Mon-Fri 8-10,https://www.kroger.com/stores/details/024/00705?cid=loc_02400705PP_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
420,Madison,Save-a-Lot - Richmond,Grocery,"5042 Atwood Dr, Richmond, KY 40475",859-623-4499,37.756622,-84.269793,"Mon-Sat 8-9, Sun 10-7",https://savealot.com/grocery-stores/richmond-40475-24654/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
421,Madison,Tienda Y Taqueria Hidalgo,Grocery,"517 Leighway Dr, Richmond, KY 40475",859-625-0945,37.737104,-84.315159,Everyday 9-9,https://tienda-y-taqueria-hidalgo.business.site/,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
422,Madison,Save-a-Lot - Berea,Grocery,"403 Richmond Rd N, Berea, KY 40403",859-986-0338,37.589122,-84.285876,Everyday 8-9,https://savealot.com/grocery-stores/berea-40403-24495/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
423,Madison,Kelly's Fruit Market,Grocery,"476 Eastern Bypass, Richmond, KY 40475",859-624-2873,37.736173,-84.311406,Mon-Sat 10-5,https://www.facebook.com/KellysFruitMarket/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
424,Madison,Walmart Supercenter - Berea,Grocery,"120 Jill St, Berea, KY 40403",859-986-2324,37.565356,-84.312601,Everyday 6-11pm,https://www.walmart.com/store/1190/berea-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
425,Madison,Madison County Farmers Market,Farmers Market,"109 East Irvine St. Richmond, Kentucky",859-925-9936,37.748332,-84.292858,Seasonal,https://www.facebook.com/MadisonKYFarmersMarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
426,Madison,Berea Farmers' Market,Farmers Market,"Parish House 101 Fee Park, 401 Chestnut St, Berea, KY 40403",859-813-0750,37.568165,-84.296943,Seasonal,https://www.facebook.com/bereafarmersmarket/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
427,Madison,Berea College,Recycling Centers,310 N. Main Street,859-985-3844,37.576206,-84.289259,N/A,N/A,FOR BEREA COLLEGE STAFFAND STUDENTS ONLY. DROP-OFF BINS AT MANY CAMPUS LOCATIONS. ALSO ACCEPTS MAGAZINES,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, ONP",8,"Handler, dropoff",
428,Madison,Bluegrass Reg. Recycle Corp (BRRC),Recycling Centers,540 Recycle Drive Richmond KY 40475,859-626-9117,37.727307,-84.289143,N/A,http://www.thebrrc.com/,"The BRRC is a 501-C-3 organization located in Richmond, Kentucky.  BRRC is dedicated to training and educating the general public and government entities.  The BRRC is also committed to developing workable recycling systems throughout Kentucky and the Nation.",N/A,N/A,N/A,"PL( HDPE), OCC, MRP",3,"Handler, Process, Dropoff",Government Facility
429,Madison,Kentucky Recycling - Richmond,Recycling Centers,114 Quality Drive Richmond KY 40475,859-624-9670,37.698812,-84.263288,N/A,N/A,N/A,N/A,N/A,N/A,"PL( HDPE, PET), FE, NONFE, OCC, CARBAT, ESCRAP",6,Dropoff,Commercial recycler
430,Madison,Madison Co. SW Recycling Program,Recycling Centers,321 North Madison Ave Richmond KY 40475,859-624-4709,37.727307,-84.289143,N/A,https://madisoncountyky.us/index.php/recycling-progra,Bins for the recycling of electronic items are located at 208 Clarksville Lane and sent to Winchester for recycling. This service is offered free to the citizens of Madison County.,N/A,N/A,N/A,"AL, OCC, OPMIX, OPSORT, ST CANS, ONP, ESCRAP",7,Curbside,Government Facility
431,Madison,Richmond Scrap Iron & Metal,Recycling Centers,1209 Berea Road Richmond KY 40475,859-623-6226,37.752523,-84.2878,N/A,https://richmond-scrap-iron-metal-inc.business.site/,"Our operations include complete shredding, shearing and sorting facilities, baling, torching and auto crushing, as well as automobile and appliance decommissioning. Our operations include a complete fleet of trucks, containers and trailers, any size or type recycling container your operation may need.",N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS, WHITE",6,"Handler, process, dropoff, broker",Commercial recycler
432,Madison,Richmond-Madison Co. Recycling Ctr.,Recycling Centers,550 Recycle Drive Richmond KY 40475,859-625-0202,37.726422,-84.290442,N/A,https://www.richmond.ky.us/recycling-faqs-information/,Our innovative drop chute design makes your visit to the center a pleasant one. Simply open the doors and place materials inside the chutes. The materials are then ready for our employees to gather on the inside. This design saves both time and money,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, ONP",8,"Process, dropoff, curbside",Government Facility
433,Madison,Walmart Supercenter - Richmond,Recycling Centers,820 Eastern Bypass Richmond KY 40475,859-624-4330,37.752523,-84.2878,N/A,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive service
434,Madison,Webb's Car Crushing,Recycling Centers,315 Waco Loop Rd Waco KY 40385,859-369-7747,37.752523,-84.2878,N/A,N/A,Salvage and scrap metal dealer,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, OPSORT",5,"Dropoff, broker",Commercial recycler
435,Madison,Social Security Office - Richmond,Family Services,"1060 GIBSON BAY DRIVE RICHMOND, KY 40475",866-838-8945,37.738273,-84.266699,Mon-Fri 9-4,www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436,Madison,Madison County Child Support,Family Services,"135 W Irvine St # 201, Richmond, KY 40475",859-624-4718,37.748546,-84.294247,Mon-Fri 8-4,https://www.madisoncountyky.us/index.php/child-support,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437,Madison,KY River Foothills Council,Family Services,"311 Spangler Dr # I, Richmond, KY 40475",859-624-2046,37.735411,-84.315689,Mon-Fri 8:30-4:30,https://foothillscap.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
438,Madison,South Madison Family Resource,Family Services,"109 Oakwood Dr, Berea, KY 40403",859-986-2383,37.591714,-84.288823,Mon-Fri 8-3:30,https://www.facebook.com/SouthMadisonFamily ServicesResourceCenter/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439,Madison,Kentucky Department for Community-Based Services,Community Services,"304 Anna Hume Blvd, Richmond, KY 40476",859-626-5833,37.758791,-84.269396,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440,Madison,Habitat for Humanity - Richmond,Community Services,"1417 E Main St, Richmond, KY 40475",859-625-9208,37.742247,-84.278704,Mon-Fri 8:30-5,https://hfhmcc.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441,Madison,South Madison Family Resource,Family Services,"75 Old US Hwy 25, Berea, KY 40403",859-387-3205,37.590324,-84.267762,N/A,http://www.madison.kyschools.us/Content/Family Services-resources-youth-service-centers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442,Madison,Kentucky Career Center - Richmond,Career Services,"830 Eastern By-Pass Richmond , KY 40475",859-544-6004,37.729792,-84.279467,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443,Madison,Berea Location Library,Library,319 Chestnut Street Berea KY 40403-1508,859-986-7112,37.568775,-84.295761,"Mon-Thurs 9-8, Fri 9-6, Sat 9-6, Sun 1-5",https://www.madisonLibrary.org/,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, outreach services, ebooks,printing services",
444,Madison,Madison County Public Library,Library,507 West Main Street Richmond KY 40475-1349,859-623-6704,37.749908,-84.299029,"Mon-Thurs 9-8, Fri 9-6, Sat 9-6, Sun 1-5",http://www.madisonLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, outreach services, ebooks,printing services",
445,Madison,Madison County Extension,Cooperative Extension Offices,"230 Duncannon Lane Richmond, KY 40475",859-623-4072,37.701184,-84.273974,Mon-Fri 8-4:30,http://madison.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446,Magoffin,Salyersville IGA,Grocery,"433 Parkway Dr, Salyersville, KY 41465",606-349-2214,37.746551,-83.062944,"Mon-Sat 7-10, Sun 9-9",https://salyersville.iga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
447,Magoffin,Poor Boy's Produce,Grocery,"Old Burning Fork Rd, Salyersville, KY 41465",606-349-1224,37.742689,-83.052203,Mon-Fri 8-4,https://www.facebook.com/PoorBoysProduceLondonFleaMarket/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
448,Magoffin,Save-a-Lot - Salyersville,Grocery,"735 E Mountain Pkwy, Salyersville, KY 41465",606-349-8616,37.742689,-83.052203,"Mon-Sat 8-9, Sun 9-9",https://savealot.com/grocery-stores/salyersville-41465-24291/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
449,Magoffin,Samuel Lyon's Grocery,Grocery,"1885 Coon Creek Rd, Salyersville, KY 41465",606-349-3544,37.818441,-83.096031,"Mon-Sat 8-8, Sun 10-7",N/A,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
450,Magoffin,Oakley Country Store,Grocery,"497 River Rd, Salyersville, KY 41465",606-884-6622,37.677594,-83.037343,N/A,N/A,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
451,Magoffin,Buddy's Produce,Produce Market,"Salyersville, KY 41465",606-433-9156,37.739933,-83.047582,N/A,https://www.facebook.com/pages/Buddies-Produce/134481240094516?hc_ref=ARTfS-PkX1PUb926NZHV1jbhSjTMxfaLLHfIrsIUu77W5srNRj3_bBe8qYJyD7pnQ_k&fref=tag,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
452,Magoffin,Magoffin County Farmers Market,Farmers Market,"333 West Maple Street Salyersville, KY 41465",606-349-3216,37.751718,-83.072976,Seasonal,https://www.facebook.com/pages/category/Product-Service/Magoffin-County-Farmers-Market-178449496305110/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
453,Magoffin,Magoffin County Recycling Center,Recycling Centers,201 East Maple Street Salyersville KY 41465,606-349-6336,37.752189,-83.066233,N/A,N/A,Offer pickup from businesses and schools. Email: frankie_collett@hotmail.com,N/A,N/A,N/A,"AL, PL( HDPE, PET, OTHER), NONFE, OCC, OPMIX, OPSORT, ST CANS, ONP, MRP",9,"Process, Dropoff",Government Facility
454,Magoffin,T&B Recycling and Transport,Recycling Centers,440 Ivyton Road Salyersville KY 41465,606-349-1108,37.702306,-82.978868,Mon-Fri 8-4:30,https://www.facebook.com/pages/T-B-Recycling-Trans,N/A,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT",4,"Process, dropoff, broker",Commercial recycler
455,Magoffin,Social Service Department - Salyersville,Family Services,"125 S Church St, Salyersville, KY 41465",606-349-3122,37.751934,-83.068809,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
456,Magoffin,Magoffin County Child Support,Family Services,"110 Maple St, Salyersville, KY 41465",606-349-2032,37.752693,-83.068419,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
457,Magoffin,Kentucky Career Center - Salyersville,Career Services,"131 Church Street Salyersville, KY 41465",606-349-2217,37.751934,-83.068874,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
458,Magoffin,Magoffin County Public Library,Library,172 S Church Street Salyersville KY 41465,606-349-2411,37.751703,-83.069436,Mon-Fri 9-5,http://www.youseemore.com/magoffinpl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
459,Magoffin,Magoffin County Extension,Cooperative Extension Offices,"15 Rockhouse Fork Rd Salyersville, KY 41465",606-349-3216,37.7348811,-83.0226938,Mon-Fri 8-4:30,http://magoffin.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
460,Martin,Save-a-Lot - Inez,Grocery,"6127 Bypass Route 645, Inez, KY 41224",606-298-0030,37.860481,-82.555845,Everyday 8-9,https://savealot.com/grocery-stores/inez-41224-24472/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
461,Martin,Jude's Produce,Grocery,"Blacklog Rd, Inez, KY 41224",606-534-4010,37.856965,-82.520499,N/A,https://www.facebook.com/Judes-Produce-1528429117487573/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
462,Martin,Warfield IGA,Grocery,"9134 Beauty Rd, Warfield, KY 41267",606-395-5245,37.856965,-82.520499,"Mon-Sat 8-10, Sun 9-10",https://warfieldiga.com/location,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
463,Martin,Martin County Farmers Market,Farmers Market,"9 Holy St Inez, Kentucky 41224",606-298-7742,37.865677,-82.540306,Seasonal,https://www.facebook.com/pages/Martin-County-Farmers-Market/180280112675101,N/A,No,No,Yes,N/A,N/A,N/A,N/A
464,Martin,Checkered Flags Recycling,Recycling Centers,451 Blacklog Rd,606-534-7914,37.8527001,-82.5075988,N/A,https://www.facebook.com/dontbetrashyrecyclng/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Commercial recycler
465,Martin,Social Services Department - Inez,Family Services,"100 Main St, Inez, KY 41224",606-298-3577,37.866192,-82.537252,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
466,Martin,Appalachia Reach Out,Community Services,"2570 Rockcastle Rd, Inez, KY 41224",606-298-7470,37.895421,-82.55276,Mon-Fri 9-4,https://www.appalachiareachout.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
467,Martin,Cabinet for Families & Children - Inez,Family Services,"104 Main St, Inez, KY 41224",606-298-7633,37.866049,-82.537157,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
468,Martin,Kentucky Career Center - Inez,Career Services,"387 East Main Street Inez, KY 41224",606-298-3217,37.868705,-82.533371,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
469,Martin,Martin County Public Library,Library,180 East Main Street P.O. Box 1318 Inez KY 41224-1318,606-298-7766,37.866403,-82.535814,Mon-Fri 9-5,http://www.martincoLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"Computer classes, ask-a-librarian, disc repair, printing services, meeting rooms, genealogy room",
470,Martin,Rufus Reed Branch Library,Library,1442 River Front Road P.O. Box 359 Lovely KY 41231,606-395-6500,37.829112,-82.402024,Mon-Fri 9-5,http://www.martincoLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"Computer classes, ask-a-librarian, disc repair, printing services, meeting rooms, genealogy room",
471,Martin,Martin County Extension,Cooperative Extension Offices,"9 Holy Street, Inez, KY 41224",606-298-7742,37.865176,-82.5417,"Mon-Fri 8-4:30, closed daily 12-1",http://martin.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
472,McCreary,Kroger - Whitley City,Grocery,"1187 N, US-27, Whitley City, KY 42653",606-376-2700,36.739253,-84.474018,Everyday 5-10,https://www.kroger.com/onlinedeli/servlet/en/delibakery,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
473,McCreary,Save-a-Lot - Whitley City,Grocery,"65 Crit King Rd, Whitley City, KY 42653",606-376-3626,36.718313,-84.467106,Everyday 8-9,https://savealot.com/grocery-stores/whitley-city-42653-24735/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
474,McCreary,McCreary County Farmers Market,Farmers Market,"Soil Conservation Garage, 299 Wilburn K Ross Highway Stearns, KY 42647
",606-376-3008,36.702527,-84.464791,Seasonal,https://www.facebook.com/McCrearyCountyFarmersMarket/,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A
475,McCreary,Grundy's Iron & Metal,Recycling Centers,"Inez, Kentucky",606-354-3606,36.644566,-84.435908,N/A,N/A,Salvage scrap metal dealer,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Process, dropoff, broker, other",Commercial recycler
476,McCreary,Co. Recycling/TS Center,Recycling Centers,Cabin Creek Rd. Stearns KY 42647,606-376-2413,36.701426,-84.46307,N/A,http://www.mccrearycounty.com/Departments.html,Accepts escrap and used motor oil,N/A,N/A,N/A,"AL, PL( HDPE, PET, OTHER), FE, NONFE, OCC, OPMIX, OPSORT, ST CANS, ONP, UO, ESCRAP, MRP",12,Dropoff,Government facility
477,McCreary,Department of Family Support,Family Services,"1618 US-27, Whitley City, KY 42653",606-376-5304,36.7640641,-84.4813017,Mon-Fri 8-4:30,https://www.ebtcard.net/program/Family Services_support_office_mccreary_county_42653.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
478,McCreary,Whitley City Family Resource,Family Services,"Pine Knot, KY 42635",606-376-9490,36.762027,-84.477353,Mon-Fri 7:45-3:15,https://www.mccreary.k12.ky.us/6/Content2/132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
479,McCreary,McCreary County Public Library,Library,6 North Main Street P.O. Box 8 Whitley City KY 42653-0008,606-376-8738,36.725726,-84.469377,"Mon 9-7, Tues-Wed 9-5:30, Thurs 9-7, Fri 9-5:30, Sat 9-4",http://www.mccrearyLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free WiFi, free computer access, bookmobile",
480,McCreary,McCreary County Extension,Cooperative Extension Offices,"McCreary Campus, Somerset CC Whitley City, KY 42653-0278",606-376-2524,36.715218,-84.467754,"Mon-Fri 8-4:30, closed daily 12-1",http://mccreary.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
481,Menifee,Frenchburg IGA,Grocery,"1175 KY-36, Frenchburg, KY 40322",606-768-4111,37.964847,-83.614258,"Mon-Sat 7-8, Sun 8-8",https://frenchburgiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
482,Menifee,Menifee County Farmers' Market,Farmers Market,"62 Back Street Frenchburg, Kentucky 40322",606-768-3724,37.951819,-83.628147,Seasonal,https://www.facebook.com/Menifee-County-Farmers-Market-1412859525644869/,N/A,Yes,No,Yes,N/A,N/A,N/A,N/A
483,Menifee,Menifee County Maintenance Garage,Recycling Centers,State Route 36 Frenchburg KY 40322,606-768-2454,37.956069,-83.620569,Mon-Fri 8-4,N/A,N/A,N/A,N/A,N/A,"FE, NONFE, WHITE, UO",4,Dropoff,Government facility
484,Menifee,Social Service Department - Frenchburg,Family Services,"784 KY-36, Frenchburg, KY 40322",606-768-2154,37.959244,-83.616056,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
